MSISDN;Client_Age;Client_Crea;Client_Type;Client_Offer;Geoloc_commune;Geoloc_ville;Geoloc_region;Geoloc_type;Communaute_Role;Communaute_Taille;Profile_1;Profile_2;Profile_3;Voix_Nbj_Activite;Voix_National;Voix_National_Nb;Voix_NbContact_National;Voix_International;Voix_International_Nb;Voix_NbContact_International;Voix_Roaming;Voix_Roaming_Nb;Voix_NbContact_Roaming;SMS_Nbj_Activite;SMS_NB;SMS__Contacts;Data_Nbj_Activite;Data_Volume;Data_2G;Data_3G;Data_4G;Data_Roaming;Reseaux_Sociaux;Web;News;Omoney_Billpay_mnt;Omoney_Billpay_Nbr;Omoney_Cashin_mnt;Omoney_Cashin_Nbr;Omoney_Cashout_mnt;Omoney_Cashout_Nbr;Omoney_merchpay_mnt;Omoney_merchpay_Nbr;Omoney_P2P_mnt;Omoney_P2P_Nbr;Omoney_RC_mnt;Omoney_RC_Nbr;Equipement_Marque;Equipement_Modele;Equipement_Term_Type;Equipement_4G;Equipement_OS;OOP_Telecom;OOP_Glon;OOP_Assurances;OOP_Automobile;OOP_Bank;OOP_Retail;OOP_Hotels;Longitude;Latitude;Long_Ville;Lat_Ville;Long_Region;Lat_Region
75999990;63;01/06/2008;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Dir;ADAMAOUA;Geoloc_Home;Neutral;36;Foreigners;Fourmis;Spending_Voix;13;345;52;23;110;32;91;9;58;59;16;711;3;24;22;5;10;7;9;5;10;2;31570;10;20221;1;66358;9;88515;10;66510;6;59851;5;Sony;Xperia ZII;Smartphone;NON;Windows;14617;72719;82878;6180;19304;95333;6228; 13.5438 ; 6.3273 ; 13.5438 ; 6.3273 ;13.58763;7.16124
530999925;74;23/12/2009;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Bipindi;SUD;Geoloc_Weekend;LB;95;Foreigners;Cigales;Spending_Data;12;935;673;51;499;273;70;788;65;95;3;647;15;23;13;4;2;7;7;10;10;1;56521;2;79513;10;97053;2;40473;6;51633;8;535;5;Sony;Xperia AX;Smartphone;NON;Autre;73606;30988;66758;75074;53948;51213;53129; 10.4129 ; 3.0896 ; 10.4129 ; 3.0896 ;10.96861;2.86567
348999951;66;02/01/2007;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Garoua;NORD;Geoloc_Home;FB;21;Jeunes;Fourmis;Spending_Data;28;860;92;96;663;73;85;763;37;87;6;654;87;29;16;10;2;4;7;4;2;2;45610;10;30598;4;59765;7;24193;3;15604;2;37308;3;Nokia;Lumia 900;Smartphone;NON;Android;83109;44634;49845;53246;5404;91657;21465; 13.3498 ; 9.3156 ; 13.3958 ; 9.3146 ;13.54680;9.28246
250999965;41;08/03/2006;Postpaid_B2C;Postpaid_B2C_offer;Commune_2;Ebombe;LITTORAL;Geoloc_Weekend;FB;67;Jeunes;Fourmis;Spending_Data;12;584;930;30;25;917;6;751;94;55;28;623;92;30;15;7;5;3;9;2;8;5;76024;10;84140;5;14233;3;25231;9;60968;6;31481;7;Sony;Xperia ZII;Feature Phone;OUI;Windows;93268;56237;69530;77816;22706;19916;40210; 10.3628 ; 3.8317 ; 10.3628 ; 3.8317 ;9.753459;4.07293
649999908;26;21/10/2009;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Yola;EST;Geoloc_Home;LB;26;Students;Cigales;Spending_Data;21;200;171;67;8;329;87;496;97;4;20;539;38;19;20;7;6;7;4;7;8;10;5727;7;76569;9;44658;10;6070;8;11831;4;91131;4;Nokia;Lumia 900;Smartphone;OUI;Android;10838;63946;89985;45600;80582;76169;28863; 15.0200 ; 4.0302 ; 15.0200 ; 4.0302 ;13.81931;4.59548
292999959;56;22/10/2016;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Tonga;OUEST;Geoloc_Home;Neutral;88;Jeunes;Fourmis;Spending_Messaging;10;851;564;3;301;605;2;876;89;28;14;246;83;26;14;4;3;7;8;3;5;6;98086;2;66927;6;37468;2;3229;5;53424;2;30860;1;Samsung;S8 Plus;Smartphone;OUI;Android;43981;4503;84775;1978;65421;90638;14726; 10.6998 ; 4.9700 ; 10.6998 ; 4.9700 ;10.45686;6.98414
68999991;57;02/03/2017;Postpaid_B2C;Prepaid_B2C_Offer;Commune_2;Ikiliwindi;SUD OUEST;Geoloc_Home;FB;20;Jeunes;Fourmis;Spending_Messaging;13;918;521;25;125;56;55;327;19;78;6;538;92;29;26;9;9;8;2;3;2;2;2389;2;52433;1;5677;4;12374;4;82151;3;58899;6;Sony;Xperia AX;Feature Phone;OUI;IOS;84679;81247;39;32800;12165;21253;80758; 9.48769 ; 4.7262 ; 9.48769 ; 4.7262 ;9.314680;4.38596
376999947;54;20/02/2011;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Ossombe;CENTRE;Geoloc_Weekend;Neutral;99;Students;Cigales;Spending_Messaging;22;856;15;93;226;523;5;407;83;8;4;751;81;27;5;3;1;1;9;9;1;10;8159;8;27365;4;97878;8;59181;8;69134;5;27953;3;OPPO;F10;Feature Phone;NON;Android;60779;31099;88846;26038;47751;57246;30081; 11.6473 ; 4.5963 ; 11.6473 ; 4.5963 ;11.51645;3.89897
565999920;62;24/02/2007;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Tikondi;EST;Geoloc_Home;Neutral;60;Students;Cigales;Spending_Data;23;575;653;15;640;118;67;659;83;9;25;659;17;26;17;5;8;4;9;7;1;6;75924;3;8498;10;14776;4;88406;2;45628;8;85598;6;Nokia;Nokia 8;Feature Phone;OUI;Windows;22401;28818;55279;4935;86760;40206;12346; 14.1412 ; 4.4626 ; 14.1412 ; 4.4626 ;13.81931;4.59548
544999923;49;22/02/2016;Postpaid_B2B;Prepaid_B2C_Offer;Commune_1;Kousseri;EXTREME NORD;Geoloc_Weekend;L;84;Foreigners;Fourmis;Spending_Messaging;10;948;394;31;452;988;53;643;32;28;23;415;98;27;18;10;7;1;2;7;8;3;17389;7;82482;4;86398;10;72267;1;20734;9;18325;4;Sony;Xperia AX;Smartphone;OUI;Autre;99809;14710;19916;15292;17761;34531;21789; 15.0281 ; 12.102 ; 15.0270 ; 12.079 ;14.46861;10.7487
180999975;14;31/07/2015;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Mbongue;SUD OUEST;Geoloc_Work;Neutral;88;Foreigners;Fourmis;Spending_Data;2;966;124;1;906;398;46;710;38;46;11;109;31;18;8;2;3;3;6;9;8;3;26977;1;18450;10;8870;4;70740;9;98081;10;25443;2;OPPO;F12;Smartphone;NON;Autre;34959;71226;27348;747;66314;61335;14590; 9.29408 ; 4.5171 ; 9.42864 ; 4.5888 ;9.314680;4.38596
593999916;73;11/10/2010;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Abiete;SUD;Geoloc_Home;LB;97;Foreigners;Cigales;Spending_Data;2;205;743;67;216;36;7;869;18;52;23;862;77;24;20;3;9;8;7;8;4;7;44892;3;52717;3;26971;5;45289;6;42104;2;35450;2;Sony;Xperia 2;Smartphone;NON;Windows;2492;5055;96039;63287;61266;93404;47676; 11.4124 ; 2.9294 ; 11.4124 ; 2.9294 ;10.96861;2.86567
173999976;45;18/04/2011;Prepaid_B2C;Prepaid_B2C_Offer;Commune_3;Bangourain;OUEST;Geoloc_Weekend;F;88;Jeunes;Cigales;Spending_Messaging;17;977;963;24;822;771;29;255;26;95;4;107;51;20;12;2;8;2;8;2;9;6;78215;10;23810;7;11323;8;13827;8;86916;3;62313;10;Samsung;Note 9;Smartphone;OUI;Android;54301;28525;38660;54718;77695;26943;4654; 10.6739 ; 5.8756 ; 10.6739 ; 5.8756 ;10.45686;6.98414
320999955;33;01/08/2012;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Laore;ADAMAOUA;Geoloc_Work;F;98;Students;Cigales;Spending_Messaging;27;612;284;65;249;758;57;710;16;13;18;275;2;18;13;6;3;4;5;6;10;9;12747;8;34786;1;86555;1;2625;2;30000;5;24433;7;Apple;Iphone 6;Smartphone;OUI;Windows;14242;8227;47558;20884;50580;2647;60323; 13.7762 ; 7.2765 ; 13.7762 ; 7.2765 ;13.58763;7.16124
152999979;32;08/07/2017;Prepaid_B2C;Postpaid_B2C_offer;Commune_3;Kiiki;CENTRE;Geoloc_Weekend;Neutral;94;Foreigners;Fourmis;Spending_Voix;8;486;596;12;569;633;28;423;11;100;29;430;83;26;15;10;1;4;4;8;4;3;80320;2;16340;5;85856;8;40466;7;83017;10;22852;10;Samsung;S8;Feature Phone;OUI;Android;71435;41155;29433;59389;30638;43528;52131; 11.1717 ; 4.6677 ; 11.1717 ; 4.6677 ;11.51645;3.89897
110999985;53;01/11/2009;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Bertoua-Q-Admin;EST;Geoloc_Weekend;FB;38;Jeunes;Cigales;Spending_Data;12;306;649;17;146;409;25;834;80;43;6;541;7;29;18;7;7;4;2;2;7;10;45968;2;32547;6;53552;8;28295;6;70792;10;49741;9;Sony;Xperia ZII;Smartphone;OUI;IOS;74320;61184;50763;30784;20686;11488;30855; 13.6669 ; 4.5722 ; 13.6669 ; 4.5722 ;13.81931;4.59548
40999995;66;10/07/2014;Postpaid_B2C;Prepaid_B2C_Offer;Commune_2;Nkoum;EST;Geoloc_Weekend;FB;80;Students;Cigales;Spending_Data;10;493;654;100;300;760;77;26;30;61;23;636;79;23;20;1;10;9;1;3;1;9;48276;3;57805;9;84354;7;78992;6;17799;3;34480;8;Samsung;S8;Smartphone;NON;IOS;86950;66326;79700;17086;58424;3445;21049; 13.2925 ; 4.1651 ; 13.2925 ; 4.1651 ;13.81931;4.59548
222999969;64;04/02/2012;Postpaid_B2C;Prepaid_B2C_Offer;Commune_2;Nguti;SUD OUEST;Geoloc_Weekend;F;27;Students;Fourmis;Spending_Data;13;689;27;48;630;888;32;657;81;4;28;321;92;18;11;4;4;3;2;6;4;1;51711;9;10264;2;82335;6;72513;1;26332;10;1169;9;OPPO;F10;Smartphone;OUI;Windows;71644;30293;58414;48259;10681;38780;86521; 9.40341 ; 5.3179 ; 9.40341 ; 5.3179 ;9.314680;4.38596
334999953;22;13/08/2009;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Bertoua;EST;Geoloc_Weekend;FB;56;Foreigners;Cigales;Spending_Voix;6;702;905;2;70;187;97;574;75;19;9;11;1;28;16;5;10;1;4;5;10;10;92702;5;60114;4;86224;7;98630;2;44253;1;14066;1;Nokia;Nokia 8;Feature Phone;OUI;Android;34551;15871;33986;54765;39500;96579;56327; 13.6694 ; 4.5831 ; 13.6838 ; 4.5775 ;13.81931;4.59548
677999904;49;22/03/2008;Prepaid_B2C;Prepaid_B2C_Offer;Commune_3;Nguinda;CENTRE;Geoloc_Weekend;Neutral;60;Jeunes;Fourmis;Spending_Voix;21;970;468;25;649;449;25;890;94;88;8;429;48;24;25;9;8;8;10;8;10;10;58534;8;51923;3;3185;2;49606;3;45348;10;63731;1;Sony;Ericson;Smartphone;OUI;Windows;35069;61949;82495;17090;13425;64040;43392; 12.4356 ; 3.9049 ; 12.4356 ; 3.9049 ;11.51645;3.89897
110999985;36;17/07/2015;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Melong;LITTORAL;Geoloc_Weekend;Neutral;53;Students;Cigales;Spending_Data;22;631;498;54;325;300;67;76;99;100;8;464;81;25;24;9;7;8;4;3;2;7;93919;6;92618;10;27563;1;29083;5;32051;7;22183;9;Samsung;S8 Plus;Smartphone;NON;IOS;26010;62913;11517;45672;23945;7135;68922; 9.94247 ; 5.1240 ; 9.94247 ; 5.1240 ;9.753459;4.07293
362999949;37;17/05/2006;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Rey-bouba;NORD;Geoloc_Work;LB;66;Students;Fourmis;Spending_Voix;24;193;14;50;519;368;89;457;46;65;18;261;28;22;8;4;1;3;7;6;8;2;74839;10;3422;10;91353;2;57545;3;50084;8;10289;1;OPPO;F12;Smartphone;NON;Android;63672;72537;60640;67325;51197;19376;64690; 14.1748 ; 8.6797 ; 14.1748 ; 8.6797 ;13.54680;9.28246
530999925;38;15/03/2006;Prepaid_B2C;Postpaid_B2B_offer;Commune_1;Djangane;EST;Geoloc_Work;L;12;Jeunes;Fourmis;Spending_Data;1;512;530;24;261;189;21;37;66;69;28;297;72;29;16;9;1;6;6;7;8;9;45676;3;97463;6;83896;2;26296;8;23921;6;11068;7;Sony;Xperia ZII;Feature Phone;NON;Windows;47161;8699;60245;49082;63500;8146;97873; 13.3577 ; 4.8370 ; 13.3577 ; 4.8370 ;13.81931;4.59548
614999913;17;22/07/2009;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Doume;EST;Geoloc_Work;L;84;Jeunes;Fourmis;Spending_Voix;22;484;907;55;406;211;90;3;58;82;16;551;10;28;7;3;3;1;5;4;9;10;9739;6;73872;2;6177;7;32541;7;22156;7;24292;1;OPPO;Find 9;Feature Phone;OUI;Autre;86726;45831;93049;96609;48869;65706;1548; 13.4540 ; 4.2422 ; 13.4451 ; 4.2438 ;13.81931;4.59548
194999973;26;16/03/2012;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Mwa;NORD OUEST;Geoloc_Weekend;LB;47;Foreigners;Cigales;Spending_Data;31;859;987;56;366;171;82;749;97;32;20;187;52;22;23;8;6;9;4;6;1;1;83105;7;63021;5;67866;6;14124;6;78794;4;6753;7;Samsung;S8 Plus;Smartphone;OUI;Android;98020;90868;18625;32687;7706;26511;28661; 11.0639 ; 6.4797 ; 11.0639 ; 6.4797 ;10.23741;6.08712
278999961;28;19/01/2007;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Ouli-IHS;EST;Geoloc_Home;Neutral;63;Foreigners;Cigales;Spending_Voix;10;584;780;17;395;379;60;609;1;50;30;191;44;19;21;10;10;1;8;6;3;5;39546;2;16235;3;41032;4;25710;8;61587;4;21485;5;Sony;Xperia ZII;Smartphone;NON;Android;84993;40805;93100;85271;78496;92621;2448; 14.5549 ; 5.1994 ; 14.5549 ; 5.1994 ;13.81931;4.59548
208999971;33;11/01/2012;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Bekoko;LITTORAL;Geoloc_Work;LB;73;Students;Cigales;Spending_Voix;10;424;211;73;937;303;2;664;41;44;2;321;50;24;16;1;9;6;2;2;10;1;35327;8;6772;10;19649;2;99424;9;94158;2;89383;5;Sony;Ericson;Feature Phone;OUI;Android;44248;16075;66200;18207;33915;9960;5503; 9.57119 ; 4.1079 ; 9.57119 ; 4.1079 ;9.753459;4.07293
208999971;28;09/07/2010;Postpaid_B2B;Prepaid_B2C_Offer;Commune_1;NDU;NORD OUEST;Geoloc_Home;FB;54;Jeunes;Cigales;Spending_Data;9;662;416;59;698;598;15;667;1;23;24;365;9;29;19;4;7;8;5;7;9;4;81582;5;83306;9;61464;3;96943;7;80759;10;82204;8;Samsung;J7;Feature Phone;OUI;Autre;61962;53724;77443;84468;92849;14697;52438; 10.7966 ; 6.4208 ; 10.7966 ; 6.4208 ;10.23741;6.08712
229999968;14;13/02/2010;Prepaid_B2C;Postpaid_B2C_offer;Commune_1;Letta;EST;Geoloc_Work;LB;4;Students;Cigales;Spending_Messaging;30;537;871;50;348;842;47;527;51;71;4;275;58;27;17;7;2;8;3;8;7;6;70846;7;17268;7;86487;4;712;7;79206;5;43582;2;Apple;Iphone SE;Smartphone;OUI;Autre;52133;79438;89336;60891;59151;44488;38838; 13.8381 ; 4.9221 ; 13.8381 ; 4.9221 ;13.81931;4.59548
649999908;31;26/06/2007;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Bafoussam;OUEST;Geoloc_Work;L;64;Foreigners;Fourmis;Spending_Messaging;20;679;748;2;117;588;27;401;5;67;27;330;57;28;10;3;3;4;1;5;8;3;19140;10;21326;7;94680;5;98143;8;13393;2;41928;9;Sony;Xperia ZII;Feature Phone;OUI;IOS;29048;65057;75616;60175;42428;75139;66496; 10.3802 ; 5.5041 ; 10.4187 ; 5.4866 ;10.45686;6.98414
166999977;49;26/11/2014;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Douala;LITTORAL;Geoloc_Weekend;Neutral;58;Foreigners;Fourmis;Spending_Data;17;653;69;32;461;444;20;671;31;23;5;392;26;22;9;2;5;2;9;7;5;8;54816;6;35391;4;23424;5;1804;4;98359;9;66138;8;Samsung;S8 Plus;Feature Phone;NON;Autre;18743;50636;49057;70266;8769;49029;72538; 9.72085 ; 4.0532 ; 9.72700 ; 4.0539 ;9.753459;4.07293
607999914;44;21/09/2008;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Tongo;NORD;Geoloc_Home;F;50;Foreigners;Fourmis;Spending_Voix;7;80;466;83;981;544;65;907;39;57;2;516;44;27;8;1;5;2;3;10;8;2;7117;5;74206;9;52172;6;6812;3;89497;1;36146;4;Sony;Ericson;Smartphone;NON;IOS;62509;74567;7024;46079;67174;80567;36306; 13.5141 ; 8.9180 ; 13.5141 ; 8.9180 ;13.54680;9.28246
565999920;22;09/09/2017;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Bamessing;NORD OUEST;Geoloc_Work;L;58;Students;Cigales;Spending_Messaging;2;131;753;77;41;728;38;93;93;6;11;438;1;18;12;2;8;2;1;8;1;1;57193;6;21859;5;78618;5;16234;5;55841;4;39816;2;Apple;Iphone X;Feature Phone;NON;Windows;79964;75225;76359;612;81759;19359;41030; 10.3764 ; 5.9903 ; 10.3764 ; 5.9903 ;10.23741;6.08712
61999992;37;19/06/2011;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Kenzou;EST;Geoloc_Work;FB;21;Students;Cigales;Spending_Data;5;277;916;65;434;73;53;859;2;4;17;129;38;19;5;2;1;2;5;8;4;5;6397;2;22582;4;14104;8;36205;5;41305;9;6390;7;Samsung;J7;Smartphone;OUI;Android;41232;58758;74843;24655;78546;83102;45162; 15.0323 ; 4.1767 ; 15.0323 ; 4.1767 ;13.81931;4.59548
145999980;49;18/06/2006;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Mile14;SUD OUEST;Geoloc_Home;F;98;Jeunes;Fourmis;Spending_Data;22;534;502;69;764;117;60;46;92;38;29;824;27;30;12;7;3;2;1;8;6;5;4172;10;91552;6;6390;5;83653;6;48068;10;35752;2;Sony;Xperia Z3;Smartphone;OUI;Autre;83174;2097;63247;92270;72379;49347;35903; 9.30813 ; 4.1239 ; 9.30813 ; 4.1239 ;9.314680;4.38596
425999940;68;07/02/2012;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Bondjock;CENTRE;Geoloc_Home;LB;14;Jeunes;Cigales;Spending_Data;24;199;65;29;254;624;53;422;11;19;31;438;53;30;14;5;5;4;7;8;8;4;89478;5;14302;7;11157;8;31313;8;94824;3;18872;7;Samsung;Note 9;Feature Phone;NON;Autre;82074;58152;62559;76919;30982;59932;18495; 11.1128 ; 3.6251 ; 11.1128 ; 3.6251 ;11.51645;3.89897
348999951;25;02/04/2012;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;KongKong;NORD;Geoloc_Work;F;72;Students;Fourmis;Spending_Voix;4;650;776;92;498;185;38;760;5;48;27;464;99;24;13;10;2;1;1;3;2;4;98355;7;23629;4;99196;2;70641;7;21023;1;57142;9;Nokia;Nokia 8;Feature Phone;OUI;Android;11854;25767;57202;50146;30512;68581;75036; 14.1772 ; 10.042 ; 14.1772 ; 10.042 ;13.54680;9.28246
229999968;13;24/02/2012;Prepaid_B2C;Postpaid_B2C_offer;Commune_3;Ndandouck;CENTRE;Geoloc_Weekend;L;19;Students;Cigales;Spending_Voix;13;74;664;83;542;263;8;742;100;46;24;42;2;23;14;3;1;10;1;2;5;5;94715;1;97152;8;74804;6;15969;7;38333;3;97680;10;Sony;Ericson;Feature Phone;OUI;Android;71896;94884;43226;56103;14991;16758;82280; 12.7073 ; 4.5897 ; 12.7073 ; 4.5897 ;11.51645;3.89897
257999964;24;05/07/2010;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Doume;EST;Geoloc_Weekend;L;93;Jeunes;Cigales;Spending_Data;7;174;706;49;178;272;8;760;53;95;25;801;17;24;13;2;3;8;8;2;2;5;56467;4;86210;7;97739;9;27193;2;279;7;631;6;Nokia;Nokia 8;Feature Phone;NON;IOS;85875;63921;9987;61928;7243;22771;64978; 13.4540 ; 4.2422 ; 13.4451 ; 4.2438 ;13.81931;4.59548
397999944;27;07/05/2010;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Biakoa;CENTRE;Geoloc_Weekend;LB;52;Foreigners;Cigales;Spending_Voix;24;438;71;61;652;394;46;685;25;47;4;71;19;19;9;2;2;5;6;10;7;4;91438;1;71394;1;52971;6;2;7;15240;3;9894;1;Samsung;Note 9;Feature Phone;OUI;Windows;19444;49461;68968;65291;56741;38384;52070; 11.4745 ; 4.5496 ; 11.4745 ; 4.5496 ;11.51645;3.89897
628999911;29;28/03/2014;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Tonga;OUEST;Geoloc_Home;Neutral;91;Students;Cigales;Spending_Voix;24;168;889;77;640;441;35;806;66;28;26;576;69;23;17;3;10;4;6;7;3;9;10355;6;49223;8;53265;10;89840;4;1498;7;18637;2;Samsung;S8;Smartphone;NON;Windows;1517;6759;66450;3958;1645;13819;38807; 10.6998 ; 4.9700 ; 10.6998 ; 4.9700 ;10.45686;6.98414
299999958;60;24/09/2009;Postpaid_B2B;Postpaid_B2C_offer;Commune_2;Malantouen;OUEST;Geoloc_Work;F;39;Jeunes;Cigales;Spending_Voix;12;280;950;87;947;534;76;819;93;77;31;937;81;23;8;3;4;1;8;8;10;6;74241;2;8644;4;125;6;10782;9;97149;10;35830;9;OPPO;F8;Smartphone;OUI;IOS;92922;55744;27970;3395;18102;90427;71442; 11.1213 ; 5.7177 ; 11.1213 ; 5.7177 ;10.45686;6.98414
523999926;22;12/12/2006;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Gashiga;NORD;Geoloc_Home;FB;13;Foreigners;Cigales;Spending_Messaging;8;840;524;52;200;887;70;129;49;73;9;471;89;18;19;6;10;3;5;5;6;4;83002;10;83556;9;41772;9;32821;3;28164;7;66434;6;Sony;Xperia 2;Smartphone;NON;Autre;33292;22546;37395;16865;14669;12821;36699; 13.3654 ; 9.4324 ; 13.3654 ; 9.4324 ;13.54680;9.28246
292999959;25;08/02/2016;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Ebonji;SUD OUEST;Geoloc_Home;FB;86;Foreigners;Cigales;Spending_Messaging;13;778;368;84;436;311;48;995;28;15;2;481;58;22;12;1;10;1;5;3;1;3;25035;1;72913;8;85150;3;74395;3;34914;10;81336;10;Nokia;Lumia 900;Feature Phone;OUI;Android;91124;17213;55819;66438;59014;63433;17319; 9.62693 ; 4.7202 ; 9.62693 ; 4.7202 ;9.314680;4.38596
145999980;19;12/09/2005;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Boussa;NORD;Geoloc_Home;FB;65;Jeunes;Cigales;Spending_Voix;25;401;664;62;599;587;15;871;43;96;19;514;100;25;20;3;7;10;7;5;3;7;17876;1;76932;7;77026;6;63406;8;44667;7;75838;2;Samsung;A8;Feature Phone;OUI;Autre;16835;25415;1909;65530;35928;37488;75450; 14.1121 ; 9.4142 ; 14.1121 ; 9.4142 ;13.54680;9.28246
663999906;64;15/11/2012;Postpaid_B2B;Postpaid_B2B_offer;Commune_2;Tignere;ADAMAOUA;Geoloc_Home;LB;93;Foreigners;Cigales;Spending_Voix;19;369;980;46;735;539;56;911;82;87;5;237;64;27;9;4;2;3;4;2;1;3;42374;9;16477;1;84327;7;46989;3;66908;1;60125;4;OPPO;Find 9;Smartphone;OUI;Windows;79999;47623;63592;53015;19276;20889;98782; 12.6621 ; 7.3697 ; 12.6621 ; 7.3697 ;13.58763;7.16124
684999903;45;05/05/2012;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Baigon;OUEST;Geoloc_Weekend;Neutral;36;Jeunes;Fourmis;Spending_Voix;21;259;218;84;291;611;96;50;32;53;10;464;69;25;7;4;1;2;10;4;7;2;18632;5;89717;10;15193;6;89782;6;96351;7;34746;4;Samsung;S8;Feature Phone;OUI;IOS;35686;1513;51082;88894;82861;92846;82517; 10.6808 ; 5.5726 ; 10.6808 ; 5.5726 ;10.45686;6.98414
390999945;19;24/04/2013;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Kar-Hay;EXTREME NORD;Geoloc_Work;L;69;Jeunes;Cigales;Spending_Voix;24;514;699;58;719;309;64;382;52;81;5;105;87;23;13;4;1;8;3;6;10;8;62387;7;20148;2;39276;4;69231;2;83409;6;87039;7;Samsung;J7;Feature Phone;OUI;Android;69653;34275;78464;35548;16527;35349;24647; 14.9686 ; 10.105 ; 14.9686 ; 10.105 ;14.46861;10.7487
572999919;61;03/08/2006;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Mayo-Tolere-I;ADAMAOUA;Geoloc_Work;F;89;Students;Cigales;Spending_Voix;18;853;27;52;130;224;60;304;79;7;1;81;59;26;17;7;2;8;5;1;3;4;47726;4;53581;7;34137;2;96064;10;40712;3;56977;5;Nokia;Lumia 700;Smartphone;OUI;IOS;92572;98580;80205;3454;34562;69365;79606; 12.1679 ; 6.6149 ; 12.1679 ; 6.6149 ;13.58763;7.16124
656999907;22;23/09/2005;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Bangangte;OUEST;Geoloc_Work;FB;66;Foreigners;Cigales;Spending_Voix;29;789;956;60;890;987;57;564;45;72;27;104;57;25;16;2;6;8;1;7;1;6;24758;1;38958;5;95463;4;27395;7;89751;5;41690;6;Sony;Xperia 2;Feature Phone;OUI;IOS;67995;83405;73436;20917;10779;71884;20323; 10.5243 ; 5.14 ; 10.5154 ; 5.1506 ;10.45686;6.98414
411999942;43;28/07/2015;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Tchollire;NORD;Geoloc_Home;F;19;Students;Cigales;Spending_Data;1;778;39;100;118;864;71;843;13;79;20;521;23;18;16;2;9;5;7;4;1;5;36217;6;18849;1;15308;2;9682;7;60616;10;31358;4;Nokia;Nokia 8;Smartphone;NON;Windows;45722;89929;84397;99864;2592;62981;85709; 14.1890 ; 8.3998 ; 14.1890 ; 8.3998 ;13.54680;9.28246
173999976;13;21/08/2007;Postpaid_B2B;Postpaid_B2B_offer;Commune_2;Mayo-Baleo;ADAMAOUA;Geoloc_Home;Neutral;25;Jeunes;Cigales;Spending_Data;5;959;555;2;925;617;43;234;41;75;17;711;77;30;10;4;2;4;1;5;2;7;30712;8;37345;7;71877;4;39968;1;14542;6;85416;2;OPPO;F10;Smartphone;NON;Android;90453;73301;46022;90884;33626;78176;35781; 12.3388 ; 7.6559 ; 12.3388 ; 7.6559 ;13.58763;7.16124
96999987;58;08/11/2017;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Bertoua-Q-Admin;EST;Geoloc_Weekend;L;29;Foreigners;Cigales;Spending_Data;13;408;162;82;622;112;21;791;87;95;8;380;16;21;12;9;1;2;10;2;2;5;24019;5;32950;6;30899;1;4958;7;18435;9;65345;3;Apple;Iphone SE;Smartphone;OUI;Windows;64493;80814;71765;99628;40459;98988;86199; 13.6669 ; 4.5722 ; 13.6669 ; 4.5722 ;13.81931;4.59548
376999947;21;07/07/2015;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Dizangue;LITTORAL;Geoloc_Home;L;30;Students;Cigales;Spending_Voix;3;941;441;4;70;291;89;799;35;46;29;306;82;26;17;6;9;2;7;10;9;10;89628;8;97068;8;60729;6;54887;1;95291;8;65623;6;Samsung;A8;Feature Phone;OUI;IOS;31231;66000;44946;4420;89183;35592;36243; 10.0177 ; 3.7486 ; 10.0177 ; 3.8012 ;9.753459;4.07293
